index_id,as_of_date,sector,code,company_name,ticker_tse,symbol_stooq,source,fetched_at
nikkei225,2026-03-19,Services,6178,"JAPAN POST HOLDINGS CO., LTD.",6178.T,6178.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,6532,"BAYCURRENT, INC.",6532.T,6532.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,7974,"NINTENDO CO., LTD.",7974.T,7974.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,9602,"TOHO CO., LTD.",9602.T,9602.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,9735,"SECOM CO., LTD.",9735.T,9735.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,9766,KONAMI GROUP CORP.,9766.T,9766.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Mining,1605,INPEX CORP.,1605.T,1605.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Textiles & Apparel,3401,TEIJIN LTD.,3401.T,3401.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Textiles & Apparel,3402,"TORAY INDUSTRIES, INC.",3402.T,3402.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Pulp & Paper,3861,OJI HOLDINGS CORP.,3861.T,3861.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,3405,"KURARAY CO., LTD.",3405.T,3405.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,3407,ASAHI KASEI CORP.,3407.T,3407.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4004,RESONAC HOLDINGS CORP.,4004.T,4004.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4005,"SUMITOMO CHEMICAL CO., LTD.",4005.T,4005.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4021,NISSAN CHEMICAL CORP.,4021.T,4021.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4042,TOSOH CORP.,4042.T,4042.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4043,TOKUYAMA CORP.,4043.T,4043.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4061,"DENKA CO., LTD.",4061.T,4061.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4063,"SHIN-ETSU CHEMICAL CO., LTD.",4063.T,4063.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4183,"MITSUI CHEMICALS, INC.",4183.T,4183.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4188,MITSUBISHI CHEMICAL GROUP CORP.,4188.T,4188.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4208,UBE CORP.,4208.T,4208.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Chemicals,4452,KAO CORP.,4452.T,4452.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
